Title,Genre,Ratings,Vote_Counts,Runtime
Crossing Paths 2: No Way Out,action,6.1,246,120
Crosspoint,action,6.6,60,100
Crypto Storm,action,4.7,37,101
Cubic,action,6.1,246,101
Customs Frontline,action,5.5,546,115
Cândido,action,6.3,64,99
DNA,action,5.1,218,156
Da Ming feng huo,action,6.1,246,82
Da Tu Wei,action,6.1,246,110
Daanvi,action,1.5,9,117
Damaged,action,4.7,7700,97
Damsel,action,6.1,112000,110
Dan Da Dan: First Encounter,action,8.2,3100,83
Dange,action,5.3,807,154
Dangerous Boys 2,action,5.5,12,115
Danum,action,6.1,246,90
Dark Forest,action,6.1,246,101
Dark Fusion,action,8.5,241,90
Dark Match,action,5.4,1200,94
Dark World,action,4.9,19,135
Darkness of Man,action,4.7,3300,109
Day Labor,action,6.1,97,101
Day Off,action,3.7,13,101
Day of the Diesels,action,6.2,14,100
Day of the Wicked,action,6.1,246,97
Dead Hand,action,4.1,75,92
Dead man Memory,action,6.1,246,101
Deadpool & Wolverine,action,7.5,512000,128
Deadzone,action,4.0,38,80
Deaner '89,action,5.9,466,90
Death Bitch,action,7.3,22,88
Death Game,action,6.3,26,88
Death Game,action,5.5,18,87
Death Whisperer 2,action,6.3,1600,110
Deja vu A story of Redemption,action,6.1,246,101
Delivery Run,action,6.3,19,101
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,action,7.2,8900,104
Descendants: The Rise of Red,action,4.7,7400,91
Deserved It,action,6.1,246,101
Desi Fantom (Punjabi),action,6.1,246,101
Despatch,action,4.4,4600,153
Desperado,action,6.0,155,100
"Destination: Hollywood, California",action,6.1,246,101
Detective Xu Yougong,action,6.6,53,101
Devaki Nandana Vasudeva,action,6.5,2800,128
Devara Part 1,action,6.0,21000,176
Devil's Knight,action,5.3,969,90
Dhaaak,action,8.6,24,128
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,action,8.3,674,174
Dheera,action,7.9,1300,123
Dheera Bhagat Roy,action,8.4,1100,150
Dhil Raja,action,9.4,131,106
Di Ren Jie Zhi Tian Gong Shen Lou,action,6.1,246,101
Di Renjie: Duo Ming Yao Seng,action,6.9,62,80
Di Renjie: Tongtian xuan an,action,7.1,19,85
Diamonds and Pearls,action,6.1,246,101
Die Chaosschwestern und Pinguin Paul,action,5.6,74,100
Die Geval van Gideon,action,6.1,246,101
Die Hart 2: Die Harter,action,4.3,5700,92
Died Doin Dirty Work,action,6.1,246,101
Dink Legacy,action,6.1,246,105
Dirt,action,6.1,246,101
Dirty Angels,action,4.4,4300,104
Dirty Fellow,action,6.7,3800,119
Dirty Money,action,5.6,204,100
Distorção Do Universo 2,action,6.1,246,145
Divine Hunter,action,7.4,56,101
Dominique,action,5.3,2400,100
Don't Mess with Grandma,action,5.5,298,81
Done,action,6.1,246,110
Dora de Gaza,action,6.1,246,101
Double Cross,action,6.1,246,66
Double Ismart,action,2.9,2200,156
Double Trouble,action,6.1,246,105
Downgraded Citizen,action,6.1,246,81
Dr. Jason II - Lights & Shadows,action,4.9,334,62
Dragon Ball Z Kai,action,8.6,94,82
Dragon Gate Inn,action,6.1,246,90
Dreamcoin,action,4.2,66,101
Dreams,action,6.1,11,106
Drive,action,5.6,367,90
Drive Back,action,4.5,673,94
Drive-Away Dolls,action,5.4,25000,84
Drug Hunter 2,action,6.1,246,69
Drug Hunting,action,6.1,246,77
Drunken Swordsman,action,6.8,51,91
Duchess,action,4.6,1600,114
Duelo De Capos,action,6.3,40,83
Duffle Bag Boy,action,6.8,60,101
Dun huang ying xiong,action,6.1,246,101
Dune: Part Two,action,8.5,648000,166
Dunia,action,6.1,246,120
Dünya Mali: Eksi Bir,action,7.2,18,133
E-mail,action,5.3,807,119
EP Break the Multiverse,action,6.1,246,76
Eagle,action,5.9,5000,159
Echo 8,action,6.0,1300,95
Ekpebiwo m (I have Decided),action,6.1,246,101
El Cartel De Teresa,action,8.2,10,96
El Duro,action,4.7,17,90
El Junior Del Patron,action,7.1,15,92
El Otro Joaquín,action,6.1,246,101
El Secreto del Pueblo,action,6.1,246,85
El Ultimo Cartel,action,6.1,246,101
Elderly Expendables Team,action,6.1,246,90
Election,action,5.8,806,120
Elevation,action,5.6,25000,91
Ellos se Creían Muy Gallos,action,6.1,246,101
Elyas,action,6.1,1700,105
Emanet,action,7.7,32,97
Empire of Shadows,action,6.1,246,92
Endemoniados,action,6.1,246,103
Enimey Nangadha Head Lines,action,6.1,246,101
Envidia la Película,action,6.1,246,101
Escape,action,6.4,2200,94
Escape,action,6.1,246,101
Escape from the 21st Century,action,6.4,1100,98
Escape the City,action,6.1,246,240
Espumas ao Vento,action,6.1,246,101
Even the Score,action,5.2,17,101
Everybody Loves Jenifa,action,8.4,102,135
Exipsosi,action,6.1,246,101
Exorcism Chronicles: The Beginning,action,6.4,136,85
Eye for an Eye 2,action,6.6,562,90
Falsos Amigos,action,10.0,5,113
Fast Atlanta,action,6.1,246,96
Fast Furious,action,6.1,246,101
Faster: Only one lap,action,6.9,24,90
Fatal Encounter: Emergence of Talents,action,6.1,246,101
Fauji,action,6.1,246,101
Feng Zi Lao Ba,action,4.3,6,85
Ferry 2,action,5.6,4000,94
Fierce Hunt,action,6.1,246,92
Fight Another Day,action,4.6,388,97
Fight for Tomorrow,action,6.8,36,101
Fight or Flight,action,6.4,16000,102
Fighter,action,6.2,53000,166
Fighting the Fire,action,8.2,1700,115
Fights Break Sphere 3,action,5.0,11,81
Firewire Sniper,action,6.1,246,84
Firework,action,6.1,13,60
First Nights at Freddy's,action,9.4,19,98
Fist of Vengeance,action,6.1,246,101
Five Nights at Freddy's Minecraft Roleplay Movie,action,6.1,246,84
Five Nights at TK's: The Curse of TK,action,6.1,246,60
Fixed Boxer,action,6.1,246,101
Floresta de Pedra,action,6.1,246,100
Fluxx,action,6.0,126,100
Follow the Money Trail,action,6.1,246,101
"Fool Me Once, Revenge on You",action,7.2,14,101
For the Glory,action,6.6,52,101
Formed Police Unit,action,4.7,1400,120
Framed,action,2.6,122,101
Freaky Tales,action,6.2,7800,107
Fred van Bommel: The Movie,action,6.1,246,101
Freedom,action,5.9,1500,110
From Within,action,6.1,246,101
Full Clip for a Snitch,action,3.6,19,75
Full Throttle 2,action,6.1,246,101
Furiosa: A Mad Max Saga,action,7.5,294000,148
Furious Fast Atlanta,action,6.1,246,96
Fuuto PI: Portrait of Kamen Rider Skull,action,7.3,52,82
Fyre Rises,action,6.1,327,110
GTMax,action,5.0,1300,100
Gaddar,action,6.1,246,101
Gadha17,action,8.0,12,90
Gally Gang Stars,action,9.0,2000,157
Gam Gam Ganesha,action,5.3,316,140
Game On,action,5.2,2300,140
Game of Death: The Six Doors to Hell,action,6.1,246,145
Gandhi 3,action,5.6,248,143
Gangs of Godavari,action,4.9,920,165
Garudan,action,7.1,3500,133
Gatao: Like Father Like Son,action,5.7,265,131
Gauri Shankar ki Prem Kahani,action,6.1,246,101
Genis Aile 4: Cevahir & Ulvi,action,4.7,282,90
Get Close 2,action,5.7,47,101
Get Fast,action,3.7,498,88
Ghost Killer,action,6.8,105,105
Ghost Town,action,6.1,246,101
Ghosts of Red Ridge,action,3.2,183,81
Gigawatt: Rise of the Fallen,action,6.1,246,112
Gintama on Theater 2D: Kintama-hen,action,6.1,246,97
Gintama the Movie 2D: Courtesan of the Nation Arc,action,7.5,10,109
Give Me Babies,action,6.7,6,101
Gladiator II,action,6.5,259000,148
Gladiators,action,4.3,119,95
Go for Broke,action,5.7,289,115
Godzilla x Kong: The New Empire,action,6.0,125000,115
Gold Raiders,action,2.0,194,88
Golden Kamuy,action,6.3,2700,127
Gone with the Dead,action,4.1,53,96
Governor's Plea,action,6.1,246,67
Gravediggers,action,6.0,36,91
Grudge,action,6.1,246,104
Guide,action,6.1,246,90
Gull Lake Vice II: The Delusion Continues,action,8.1,18,101
Gumbo 2,action,6.8,11,101
Gunner,action,3.2,2900,106
Guns Blazin,action,7.1,10,88
Guntur Kaaram,action,5.4,25000,159
Guxim,action,7.2,37,75
Guy Manley: Super Spy,action,4.2,165,92
Hagen,action,6.1,1400,139
Hain,action,2.9,51,95
Hakkenden,action,5.9,82,149
Half Moon Bay,action,6.1,246,70
Halloween: Mal Eterno,action,8.2,231,101
Handsome Guys,action,6.5,989,101
Hanu Man,action,7.7,30000,158
Happy Dragons,action,4.9,9,97
Haraa,action,5.2,2900,136
Harbin,action,6.2,1000,108
Hard Guy Sniper,action,6.1,246,87
Hard Ride,action,6.4,10,101
Harom Hara,action,6.6,3100,154
Hattichhap,action,8.7,902,101
Heart of War Moment,action,6.1,246,88
Heart of the Hunter,action,4.7,2200,105
Heavens: The Boy and His Robot,action,6.8,30,98
Hell City,action,9.1,28,90
Hellboy: The Crooked Man,action,4.5,15000,99
Hellhound,action,4.3,529,103
Herencia Llena De Sangre,action,10.0,5,93
Hidden,action,6.1,246,101
Hide and Seek,action,8.0,55,130
High Forces,action,5.8,590,119
Hijack 1971,action,6.8,3500,100
Hiranya,action,5.5,21,138
Hit List,action,5.5,317,125
Hitler,action,5.2,317,128
Hitpig,action,5.1,1100,86
Hitting Licks,action,6.1,246,80
Hocus Focus,action,7.9,20,85
Holy Punch,action,5.2,50,98
Homestead,action,5.2,4300,112
Honeko Akabane's Bodyguards,action,6.0,50,117
Hope & Glory,action,6.6,149,101
Hotel Underground,action,7.7,76,101
Hotspring Sharkattack,action,6.0,61,70
Hounds of War,action,4.5,2000,95
How to Make a Werewolf,action,5.7,145,101
How to Rob a Bank,action,6.6,4300,88
Hrashwo Deergha,action,7.8,107,150
Hunt the Wicked,action,5.4,187,102
Hunting with Tigers,action,5.6,564,109
I Am What I Am 2,action,7.5,413,134
I Heart Robots,action,4.5,2400,76
I am the girl 3 me and my girlfriend,action,6.1,246,101
I am the girl 4 my Student and my Agony,action,6.1,246,101
"I, the Executioner",action,6.4,2000,118
Iddaru,action,8.7,298,148
Identity,action,6.1,246,84
Ihlathi Legazi,action,6.1,246,101
In Tenebras: Into the Darkness,action,2.7,178,90
In the Fire of War,action,6.9,238,115
In the Woods,action,6.1,246,83
Inanimate Insanity II: The Movie,action,8.2,254,106
Indian 2,action,3.8,17000,101
Indrani: Epic-1 Dharam vs Karam,action,7.6,1100,157
Inexternal,action,3.2,26,83
Inherited,action,9.5,21,76
Initiation,action,6.1,246,101
Inkabi,action,4.8,84,101
Into Darkness,action,6.1,246,101
Into the Unknown,action,6.1,246,101
Invasion,action,4.8,758,91
Irani,action,8.3,7,101
Iravinil Aatam Par,action,3.3,154,118
Irmãos de Sangue,action,6.1,246,70
Iron Blood Thirteen Aunt,action,6.1,246,90
Iron Fighter,action,3.6,66,80
Iron Lady Sniper,action,6.1,246,72
Isabella: Diary of A Foster Girl,action,6.1,246,110
Isle: Alpha One,action,8.7,8,97
Itutumba ka ng tatay ko,action,4.9,75,109
Jackpot!,action,5.8,32000,106
Jacob Tyler,action,4.2,66,133
Jake Muller Adventures: Blood,action,6.1,246,136
Janna Endoro,action,8.1,16,120
Jathara,action,7.8,1100,129
Je Jatt Vigarh Gya,action,5.6,836,132
Je Suis Auto,action,6.1,246,101
Jefa De Jefas,action,8.4,10,82
Jewish Revenge 6: Gaza in Focus,action,6.0,27,70
Ji su zu ji,action,6.1,246,104
Jigar,action,6.8,21,122
Jigra,action,6.0,24000,153
Jimmy's Friends,action,7.4,15,94
Jithender Reddy,action,7.7,2400,136
Jiwa 8 Belas,action,5.0,19,86
Joachim and the Apocalypse,action,7.7,17,90
Joe Baby,action,5.2,109,86
Joni pata de conejo,action,4.2,29,101
Jorge da Capadócia,action,5.8,166,119
Joshua: Imai Pol Kaka,action,4.5,590,130
Joy Hanu Man,action,8.9,27,143
Ju Ji Zhe 2,action,6.1,246,101
Jue ming ju ji,action,6.1,246,86
Jurassic Exorcist,action,4.3,24,76
Jurassic Island,action,7.7,53,95
Jurassic Juggernauts,action,6.1,246,101
Just Us,action,6.1,246,83
Justice,action,6.1,246,105
Justice League: Crisis on Infinite Earths - Part One,action,6.2,8900,93
Justice League: Crisis on Infinite Earths - Part Three,action,6.1,4900,94
Justice League: Crisis on Infinite Earths - Part Two,action,5.5,5700,94
KA,action,7.0,1700,151
Kaalapatthar,action,6.2,1000,113
Kaale Angrej,action,5.5,17,131
Kadakan,action,3.9,115,128
Kade,action,6.3,18,92
Kahar: Kapla High Council,action,7.1,517,102
Kali,action,5.2,425,96
Kalki 2898 AD,action,7.0,69000,180
Kallu Compound 1995,action,7.8,2000,140
Kamen Rider 555 20th: Paradise Regained,action,5.8,153,65
Kamen Rider Geats: Jyamato Awaking,action,7.9,81,101
Kamen Rider Gotchard: The Future Daybreak,action,8.0,80,63
Kanguva,action,4.5,15000,152
Karate Cops,action,6.1,246,101
Karma,action,7.8,1500,167
Karma,action,4.4,50,111
Karma,action,6.1,246,101
Kaveri,action,6.7,1500,101
Kek 2,action,6.1,246,98
Khadaan,action,7.0,2200,137
Khudai,action,6.1,246,101
Kigorogoro,action,6.1,246,101
Kill Craft,action,2.5,381,99
Kill Em All 2,action,4.1,1400,88
Killer - The Hunt,action,6.1,246,101
Killer Ex,action,3.9,55,94
Killer Lee,action,1.9,9,87
King of UP,action,6.1,246,101
Kingdom 4: Return of the Great General,action,7.1,1400,145
Kingdom of the Planet of the Apes,action,6.8,156000,145
Kiyma: Orman Kanunlari,action,3.9,43,81
Kizumonogatari: Koyomi Vamp,action,7.1,113,144
Klaantha,action,6.0,520,107
Kohinoor,action,8.1,22,119
Komandir,action,6.3,537,131
Kondal,action,5.3,806,147
Krapiva: Tsvetok smerti,action,6.1,56,81
Kraven the Hunter,action,5.5,65000,127
Kreem,action,6.8,130,115
Krishnamma,action,6.2,370,138
Kuang Bao Ju Xi,action,5.5,91,75
Kung Fu Games,action,3.3,394,98
Kung Fu Panda 4,action,6.3,71000,94
Kung Fu Panda 4- Bengali Dubbed,action,6.1,246,101
Kyle and the Last Emerald,action,5.4,18,101
Kyle and the Last Emerald 2,action,8.4,9,101
L.A. Minute,action,6.1,246,101
La Caida Del Mayo Zambada,action,6.1,246,75
La Chakalosa,action,10.0,5,96
La Emisaria de la Muerte: A quema Ropa,action,6.1,246,101
La Ley de mi Raza,action,6.1,246,83
La Piñata de Marcel,action,9.3,11,101
"La Protegida, La Película",action,8.9,17,67
"La Protegida: Mateo, el origen",action,6.1,246,101
La Tamalera,action,8.4,10,115
La Venganza De Una Madre,action,6.1,246,101
La Venganza de Karim: La Venganza del Campero 2,action,6.1,246,101
Lady Scorpions,action,3.6,380,101
Lakeside's Mission: Impossible,action,6.1,246,101
Lal Salaam,action,4.5,1500,150
Land of Bad,action,6.6,54000,113
Las Hermanas Del Cartel,action,8.5,6,91
Las Viudas del Capo 2,action,6.1,246,101
Last Straw,action,6.1,246,104
Last.,action,6.1,246,101
Latency,action,4.2,3000,94
Lealtad o Morir,action,8.4,10,87
Leha,action,2.3,42,98
Lesbian Western - The Feature,action,6.1,246,134
Levels,action,5.0,1600,93
Lie Du,action,2.5,7,107
Lie Zhan,action,6.5,84,93
Life After Fighting,action,6.4,2200,126
Lift,action,5.5,50000,107
Lights Out,action,4.9,1900,90
Lisabi: The Uprising,action,5.2,142,107
Lolipop Gang,action,6.1,246,90
London Gangsters,action,4.6,12,104
Long Gone Heroes,action,5.1,1300,101
Lorry Chapter-1,action,6.5,3000,183
Los Hijos De Camelia y Emilio,action,6.6,39,82
Losing Lerato 2,action,9.0,34,96
Lost Island,action,6.1,246,101
Love & Crime,action,6.1,246,101
Love Inside the Drug Game,action,6.1,246,72
Love You as the World Ends Final,action,6.6,41,115
Love You to Debt,action,6.2,776,135
"Love, Courage and the Battle of Bushy Run",action,5.0,197,113
Luna de Hiel,action,6.0,31,83
Macho Man 3,action,6.2,15,101
Madame Web,action,4.1,104000,116
Mafia,action,6.1,246,101
Mafia Wars,action,3.6,294,98
Mafia Wars,action,6.1,246,95
Magnet,action,6.1,246,161
Mahadev Ka Gorakhpur,action,7.4,407,131
Maharaja,action,8.4,71000,141
Mahserin Üç Delisi,action,5.6,20,78
Major Grom: The Game,action,6.1,1900,168
Maklo,action,6.1,246,101
Malaikottai Vaaliban,action,6.0,4200,156
Malayalee from India,action,5.6,5100,160
Mandya Haida,action,6.3,230,139
Mani nude,action,6.6,59,84
Manomani,action,6.1,246,101
Marco,action,6.7,23000,145
Marine Drive,action,9.5,50,105
Marni: The Story of Wewe Gombel,action,5.8,238,119
Martin,action,2.2,36000,147
Mathu Vadalara 2,action,7.0,1800,139
Matka,action,4.7,608,156
Maverick from the Edge,action,6.1,246,107
Mavr,action,6.3,10,83
Max,action,7.1,3500,132
Max Beyond,action,6.6,18,93
Mazhai Pidikatha Manithan,action,4.5,429,133
Me and the Dragon's Daughter,action,4.9,11,75
Mean Streets,action,8.0,14,101
Mechanic Rocky,action,6.4,3500,156
Mega Star Fan,action,6.1,246,138
Mega Twister,action,2.7,61,75
Megamind vs. The Doom Syndicate,action,2.5,5800,83
Memes & Nightmares,action,5.7,92,81
Memphganistan,action,6.1,246,111
Men of the Century (Hook or Crook),action,6.1,246,101
Mercy Killing,action,8.7,2700,131
Messpsycho Evil,action,6.1,246,101
Meteor: Day One,action,3.5,37,101
